ds,county,y
2023-09-19,Mecklenburg,1448
2023-09-19,Pitt,234
2023-09-20,Cabarrus,282
2023-09-20,Caldwell,117
2023-09-20,Davidson,212
2023-09-20,Durham,305
2023-09-20,Mecklenburg,1310
2023-09-20,Pitt,211
2023-09-21,Cabarrus,296
2023-09-21,Caldwell,123
2023-09-21,Davidson,223
2023-09-21,Durham,321
2023-09-21,Mecklenburg,1379
2023-09-21,Pitt,222
2023-09-22,Cabarrus,296
2023-09-22,Caldwell,123
2023-09-22,Davidson,223
2023-09-22,Durham,321
2023-09-22,Mecklenburg,1379
2023-09-22,Pitt,222
2023-09-23,Cabarrus,326
2023-09-23,Caldwell,136
2023-09-23,Davidson,245
2023-09-23,Durham,353
2023-09-23,Mecklenburg,1516
2023-09-23,Pitt,245
2023-09-24,Cabarrus,356
2023-09-24,Caldwell,148
2023-09-24,Davidson,268
2023-09-24,Durham,386
2023-09-24,Mecklenburg,1654
2023-09-24,Pitt,267
2023-09-25,Cabarrus,341
2023-09-25,Caldwell,142
2023-09-25,Davidson,256
2023-09-25,Durham,369
2023-09-25,Mecklenburg,1585
2023-09-25,Pitt,256
2023-09-26,Cabarrus,311
2023-09-26,Caldwell,129
2023-09-26,Davidson,234
2023-09-26,Durham,337
2023-09-26,Mecklenburg,1448
2023-09-26,Pitt,234
2023-09-27,Cabarrus,282
2023-09-27,Caldwell,117
2023-09-27,Davidson,212
2023-09-27,Durham,305
2023-09-27,Mecklenburg,1310
2023-09-27,Pitt,211
2023-09-28,Cabarrus,296
2023-09-28,Caldwell,123
2023-09-28,Davidson,223
2023-09-28,Durham,321
2023-09-28,Mecklenburg,1379
2023-09-28,Pitt,222
2023-09-29,Cabarrus,296
2023-09-29,Caldwell,123
2023-09-29,Davidson,223
2023-09-29,Durham,321
2023-09-29,Mecklenburg,1379
2023-09-29,Pitt,222
2023-09-30,Cabarrus,326
2023-09-30,Caldwell,136
2023-09-30,Davidson,245
2023-09-30,Durham,353
2023-09-30,Mecklenburg,1516
2023-09-30,Pitt,245
2023-10-01,Cabarrus,347
2023-10-01,Caldwell,143
2023-10-01,Davidson,266
2023-10-01,Durham,373
2023-10-01,Mecklenburg,1636
2023-10-01,Pitt,259
2023-10-02,Cabarrus,332
2023-10-02,Caldwell,137
2023-10-02,Davidson,255
2023-10-02,Durham,358
2023-10-02,Mecklenburg,1568
2023-10-02,Pitt,248
2023-10-03,Cabarrus,303
2023-10-03,Caldwell,125
2023-10-03,Davidson,233
2023-10-03,Durham,326
2023-10-03,Mecklenburg,1432
2023-10-03,Pitt,227
2023-10-04,Cabarrus,274
2023-10-04,Caldwell,113
2023-10-04,Davidson,211
2023-10-04,Durham,295
2023-10-04,Mecklenburg,1296
2023-10-04,Pitt,205
2023-10-05,Cabarrus,289
2023-10-05,Caldwell,119
2023-10-05,Davidson,222
2023-10-05,Durham,311
2023-10-05,Mecklenburg,1364
2023-10-05,Pitt,216
2023-10-06,Cabarrus,289
2023-10-06,Caldwell,119
2023-10-06,Davidson,222
2023-10-06,Durham,311
2023-10-06,Mecklenburg,1364
2023-10-06,Pitt,216
2023-10-07,Cabarrus,318
2023-10-07,Caldwell,131
2023-10-07,Davidson,244
2023-10-07,Durham,342
2023-10-07,Mecklenburg,1500
2023-10-07,Pitt,238
2023-10-08,Cabarrus,347
2023-10-08,Caldwell,143
2023-10-08,Davidson,266
2023-10-08,Durham,373
2023-10-08,Mecklenburg,1636
2023-10-08,Pitt,259
2023-10-09,Cabarrus,332
2023-10-09,Caldwell,137
2023-10-09,Davidson,255
2023-10-09,Durham,358
2023-10-09,Mecklenburg,1568
2023-10-09,Pitt,248
2023-10-10,Cabarrus,303
2023-10-10,Caldwell,125
2023-10-10,Davidson,233
2023-10-10,Durham,326
2023-10-10,Mecklenburg,1432
2023-10-10,Pitt,227
2023-10-11,Cabarrus,274
2023-10-11,Caldwell,113
2023-10-11,Davidson,211
2023-10-11,Durham,295
2023-10-11,Mecklenburg,1296
2023-10-11,Pitt,205
2023-10-12,Cabarrus,289
2023-10-12,Caldwell,119
2023-10-12,Davidson,222
2023-10-12,Durham,311
2023-10-12,Mecklenburg,1364
2023-10-12,Pitt,216
2023-10-13,Cabarrus,289
2023-10-13,Caldwell,119
2023-10-13,Davidson,222
2023-10-13,Durham,311
2023-10-13,Mecklenburg,1364
2023-10-13,Pitt,216
2023-10-14,Cabarrus,318
2023-10-14,Caldwell,131
2023-10-14,Davidson,244
2023-10-14,Durham,342
2023-10-14,Mecklenburg,1500
2023-10-14,Pitt,238
2023-10-15,Cabarrus,347
2023-10-15,Caldwell,143
2023-10-15,Davidson,266
2023-10-15,Durham,373
2023-10-15,Mecklenburg,1636
2023-10-15,Pitt,259
2023-10-16,Cabarrus,332
2023-10-16,Caldwell,137
2023-10-16,Davidson,255
2023-10-16,Durham,358
2023-10-16,Mecklenburg,1568
2023-10-16,Pitt,248
2023-10-17,Cabarrus,303
2023-10-17,Caldwell,125
2023-10-17,Davidson,233
2023-10-17,Durham,326
2023-10-17,Mecklenburg,1432
2023-10-17,Pitt,227
2023-10-18,Cabarrus,274
2023-10-18,Caldwell,113
2023-10-18,Davidson,211
2023-10-18,Durham,295
2023-10-18,Mecklenburg,1296
2023-10-18,Pitt,205
2023-10-19,Cabarrus,289
2023-10-19,Caldwell,119
2023-10-19,Davidson,222
2023-10-19,Durham,311
2023-10-19,Mecklenburg,1364
2023-10-19,Pitt,216
2023-10-20,Cabarrus,289
2023-10-20,Caldwell,119
2023-10-20,Davidson,222
2023-10-20,Durham,311
2023-10-20,Mecklenburg,1364
2023-10-20,Pitt,216
2023-10-21,Cabarrus,318
2023-10-21,Caldwell,131
2023-10-21,Davidson,244
2023-10-21,Durham,342
2023-10-21,Mecklenburg,1500
2023-10-21,Pitt,238
2023-10-22,Cabarrus,347
2023-10-22,Caldwell,143
2023-10-22,Davidson,266
2023-10-22,Durham,373
2023-10-22,Mecklenburg,1636
2023-10-22,Pitt,259
2023-10-23,Cabarrus,332
2023-10-23,Caldwell,137
2023-10-23,Davidson,255
2023-10-23,Durham,358
2023-10-23,Mecklenburg,1568
2023-10-23,Pitt,248
2023-10-24,Cabarrus,303
2023-10-24,Caldwell,125
2023-10-24,Davidson,233
2023-10-24,Durham,326
2023-10-24,Mecklenburg,1432
2023-10-24,Pitt,227
2023-10-25,Cabarrus,274
2023-10-25,Caldwell,113
2023-10-25,Davidson,211
2023-10-25,Durham,295
2023-10-25,Mecklenburg,1296
2023-10-25,Pitt,205
2023-10-26,Cabarrus,289
2023-10-26,Caldwell,119
2023-10-26,Davidson,222
2023-10-26,Durham,311
2023-10-26,Mecklenburg,1364
2023-10-26,Pitt,216
2023-10-27,Cabarrus,289
2023-10-27,Caldwell,119
2023-10-27,Davidson,222
2023-10-27,Durham,311
2023-10-27,Mecklenburg,1364
2023-10-27,Pitt,216
2023-10-28,Cabarrus,318
2023-10-28,Caldwell,131
2023-10-28,Davidson,244
2023-10-28,Durham,342
2023-10-28,Mecklenburg,1500
2023-10-28,Pitt,238
2023-10-29,Cabarrus,347
2023-10-29,Caldwell,143
2023-10-29,Davidson,266
2023-10-29,Durham,373
2023-10-29,Mecklenburg,1636
2023-10-29,Pitt,259
2023-10-30,Cabarrus,332
2023-10-30,Caldwell,137
2023-10-30,Davidson,255
2023-10-30,Durham,358
2023-10-30,Mecklenburg,1568
2023-10-30,Pitt,248
2023-10-31,Cabarrus,303
2023-10-31,Caldwell,125
2023-10-31,Davidson,233
2023-10-31,Durham,326
2023-10-31,Mecklenburg,1432
2023-10-31,Pitt,227
2023-11-01,Cabarrus,286
2023-11-01,Caldwell,113
2023-11-01,Davidson,213
2023-11-01,Durham,306
2023-11-01,Mecklenburg,1346
2023-11-01,Pitt,212
2023-11-02,Cabarrus,301
2023-11-02,Caldwell,118
2023-11-02,Davidson,224
2023-11-02,Durham,322
2023-11-02,Mecklenburg,1417
2023-11-02,Pitt,223
2023-11-03,Cabarrus,301
2023-11-03,Caldwell,118
2023-11-03,Davidson,224
2023-11-03,Durham,322
2023-11-03,Mecklenburg,1417
2023-11-03,Pitt,223
2023-11-04,Cabarrus,331
2023-11-04,Caldwell,130
2023-11-04,Davidson,246
2023-11-04,Durham,354
2023-11-04,Mecklenburg,1559
2023-11-04,Pitt,245
2023-11-05,Cabarrus,361
2023-11-05,Caldwell,142
2023-11-05,Davidson,269
2023-11-05,Durham,386
2023-11-05,Mecklenburg,1700
2023-11-05,Pitt,267
2023-11-06,Cabarrus,346
2023-11-06,Caldwell,136
2023-11-06,Davidson,258
2023-11-06,Durham,370
2023-11-06,Mecklenburg,1630
2023-11-06,Pitt,256
2023-11-07,Cabarrus,316
2023-11-07,Caldwell,124
2023-11-07,Davidson,235
2023-11-07,Durham,338
2023-11-07,Mecklenburg,1488
2023-11-07,Pitt,234
2023-11-08,Cabarrus,286
2023-11-08,Caldwell,113
2023-11-08,Davidson,213
2023-11-08,Durham,306
2023-11-08,Mecklenburg,1346
2023-11-08,Pitt,212
2023-11-09,Cabarrus,301
2023-11-09,Caldwell,118
2023-11-09,Davidson,224
2023-11-09,Durham,322
2023-11-09,Mecklenburg,1417
2023-11-09,Pitt,223
2023-11-10,Cabarrus,301
2023-11-10,Caldwell,118
2023-11-10,Davidson,224
2023-11-10,Durham,322
2023-11-10,Mecklenburg,1417
2023-11-10,Pitt,223
2023-11-11,Cabarrus,331
2023-11-11,Caldwell,130
2023-11-11,Davidson,246
2023-11-11,Durham,354
2023-11-11,Mecklenburg,1559
2023-11-11,Pitt,245
2023-11-12,Cabarrus,361
2023-11-12,Caldwell,142
2023-11-12,Davidson,269
2023-11-12,Durham,386
2023-11-12,Mecklenburg,1700
2023-11-12,Pitt,267
2023-11-13,Cabarrus,346
2023-11-13,Caldwell,136
2023-11-13,Davidson,258
2023-11-13,Durham,370
2023-11-13,Mecklenburg,1630
2023-11-13,Pitt,256
2023-11-14,Cabarrus,316
2023-11-14,Caldwell,124
2023-11-14,Davidson,235
2023-11-14,Durham,338
2023-11-14,Mecklenburg,1488
2023-11-14,Pitt,234
2023-11-15,Cabarrus,286
2023-11-15,Caldwell,113
2023-11-15,Davidson,213
2023-11-15,Durham,306
2023-11-15,Mecklenburg,1346
2023-11-15,Pitt,212
2023-11-16,Cabarrus,301
2023-11-16,Caldwell,118
2023-11-16,Davidson,224
2023-11-16,Durham,322
2023-11-16,Mecklenburg,1417
2023-11-16,Pitt,223
2023-11-17,Cabarrus,301
2023-11-17,Caldwell,118
2023-11-17,Davidson,224
2023-11-17,Durham,322
2023-11-17,Mecklenburg,1417
2023-11-17,Pitt,223
2023-11-18,Cabarrus,331
2023-11-18,Caldwell,130
2023-11-18,Davidson,246
2023-11-18,Durham,354
2023-11-18,Mecklenburg,1559
2023-11-18,Pitt,245
2023-11-19,Cabarrus,361
2023-11-19,Caldwell,142
2023-11-19,Davidson,269
2023-11-19,Durham,386
2023-11-19,Mecklenburg,1700
2023-11-19,Pitt,267
2023-11-20,Cabarrus,346
2023-11-20,Caldwell,136
2023-11-20,Davidson,258
2023-11-20,Durham,370
2023-11-20,Mecklenburg,1630
2023-11-20,Pitt,256
2023-11-21,Cabarrus,316
2023-11-21,Caldwell,124
2023-11-21,Davidson,235
2023-11-21,Durham,338
2023-11-21,Mecklenburg,1488
2023-11-21,Pitt,234
2023-11-22,Cabarrus,286
2023-11-22,Caldwell,113
2023-11-22,Davidson,213
2023-11-22,Durham,306
2023-11-22,Mecklenburg,1346
2023-11-22,Pitt,212
2023-11-23,Cabarrus,301
2023-11-23,Caldwell,118
2023-11-23,Davidson,224
2023-11-23,Durham,322
2023-11-23,Mecklenburg,1417
2023-11-23,Pitt,223
2023-11-24,Cabarrus,301
2023-11-24,Caldwell,118
2023-11-24,Davidson,224
2023-11-24,Durham,322
2023-11-24,Mecklenburg,1417
2023-11-24,Pitt,223
2023-11-25,Cabarrus,331
2023-11-25,Caldwell,130
2023-11-25,Davidson,246
2023-11-25,Durham,354
2023-11-25,Mecklenburg,1559
2023-11-25,Pitt,245
2023-11-26,Cabarrus,361
2023-11-26,Caldwell,142
2023-11-26,Davidson,269
2023-11-26,Durham,386
2023-11-26,Mecklenburg,1700
2023-11-26,Pitt,267
2023-11-27,Cabarrus,346
2023-11-27,Caldwell,136
2023-11-27,Davidson,258
2023-11-27,Durham,370
2023-11-27,Mecklenburg,1630
2023-11-27,Pitt,256
2023-11-28,Cabarrus,316
2023-11-28,Caldwell,124
2023-11-28,Davidson,235
2023-11-28,Durham,338
2023-11-28,Mecklenburg,1488
2023-11-28,Pitt,234
2023-11-29,Cabarrus,286
2023-11-29,Caldwell,113
2023-11-29,Davidson,213
2023-11-29,Durham,306
2023-11-29,Mecklenburg,1346
2023-11-29,Pitt,212
2023-11-30,Cabarrus,301
2023-11-30,Caldwell,118
2023-11-30,Davidson,224
2023-11-30,Durham,322
2023-11-30,Mecklenburg,1417
2023-11-30,Pitt,223
2023-12-01,Cabarrus,336
2023-12-01,Caldwell,146
2023-12-01,Davidson,252
2023-12-01,Durham,333
2023-12-01,Mecklenburg,1612
2023-12-01,Pitt,246
2023-12-02,Cabarrus,370
2023-12-02,Caldwell,161
2023-12-02,Davidson,277
2023-12-02,Durham,366
2023-12-02,Mecklenburg,1773
2023-12-02,Pitt,271
2023-12-03,Cabarrus,404
2023-12-03,Caldwell,175
2023-12-03,Davidson,302
2023-12-03,Durham,400
2023-12-03,Mecklenburg,1935
2023-12-03,Pitt,296
2023-12-04,Cabarrus,387
2023-12-04,Caldwell,168
2023-12-04,Davidson,289
2023-12-04,Durham,383
2023-12-04,Mecklenburg,1854
2023-12-04,Pitt,283
2023-12-05,Cabarrus,353
2023-12-05,Caldwell,154
2023-12-05,Davidson,264
2023-12-05,Durham,350
2023-12-05,Mecklenburg,1693
2023-12-05,Pitt,259
2023-12-06,Cabarrus,320
2023-12-06,Caldwell,139
2023-12-06,Davidson,239
2023-12-06,Durham,316
2023-12-06,Mecklenburg,1532
2023-12-06,Pitt,234
2023-12-07,Cabarrus,336
2023-12-07,Caldwell,146
2023-12-07,Davidson,252
2023-12-07,Durham,333
2023-12-07,Mecklenburg,1612
2023-12-07,Pitt,246
2023-12-08,Cabarrus,336
2023-12-08,Caldwell,146
2023-12-08,Davidson,252
2023-12-08,Durham,333
2023-12-08,Mecklenburg,1612
2023-12-08,Pitt,246
2023-12-09,Cabarrus,370
2023-12-09,Caldwell,161
2023-12-09,Davidson,277
2023-12-09,Durham,366
2023-12-09,Mecklenburg,1773
2023-12-09,Pitt,271
2023-12-10,Cabarrus,404
2023-12-10,Caldwell,175
2023-12-10,Davidson,302
2023-12-10,Durham,400
2023-12-10,Mecklenburg,1935
2023-12-10,Pitt,296
2023-12-11,Cabarrus,387
2023-12-11,Caldwell,168
2023-12-11,Davidson,289
2023-12-11,Durham,383
2023-12-11,Mecklenburg,1854
2023-12-11,Pitt,283
2023-12-12,Cabarrus,353
2023-12-12,Caldwell,154
2023-12-12,Davidson,264
2023-12-12,Durham,350
2023-12-12,Mecklenburg,1693
2023-12-12,Pitt,259
2023-12-13,Cabarrus,320
2023-12-13,Caldwell,139
2023-12-13,Davidson,239
2023-12-13,Durham,316
2023-12-13,Mecklenburg,1532
2023-12-13,Pitt,234
2023-12-14,Cabarrus,336
2023-12-14,Caldwell,146
2023-12-14,Davidson,252
2023-12-14,Durham,333
2023-12-14,Mecklenburg,1612
2023-12-14,Pitt,246
2023-12-15,Cabarrus,336
2023-12-15,Caldwell,146
2023-12-15,Davidson,252
2023-12-15,Durham,333
2023-12-15,Mecklenburg,1612
2023-12-15,Pitt,246
2023-12-16,Cabarrus,370
2023-12-16,Caldwell,161
2023-12-16,Davidson,277
2023-12-16,Durham,366
2023-12-16,Mecklenburg,1773
2023-12-16,Pitt,271
2023-12-17,Cabarrus,404
2023-12-17,Caldwell,175
2023-12-17,Davidson,302
2023-12-17,Durham,400
2023-12-17,Mecklenburg,1935
2023-12-17,Pitt,296
2023-12-18,Cabarrus,387
2023-12-18,Caldwell,168
2023-12-18,Davidson,289
2023-12-18,Durham,383
2023-12-18,Mecklenburg,1854
2023-12-18,Pitt,283
2023-12-19,Cabarrus,353
2023-12-19,Caldwell,154
2023-12-19,Davidson,264
2023-12-19,Durham,350
2023-12-19,Mecklenburg,1693
2023-12-19,Pitt,259
2023-12-20,Cabarrus,320
2023-12-20,Caldwell,139
2023-12-20,Davidson,239
2023-12-20,Durham,316
2023-12-20,Mecklenburg,1532
2023-12-20,Pitt,234
2023-12-21,Cabarrus,336
2023-12-21,Caldwell,146
2023-12-21,Davidson,252
2023-12-21,Durham,333
2023-12-21,Mecklenburg,1612
2023-12-21,Pitt,246
2023-12-22,Cabarrus,336
2023-12-22,Caldwell,146
2023-12-22,Davidson,252
2023-12-22,Durham,333
2023-12-22,Mecklenburg,1612
2023-12-22,Pitt,246
2023-12-23,Cabarrus,370
2023-12-23,Caldwell,161
2023-12-23,Davidson,277
2023-12-23,Durham,366
2023-12-23,Mecklenburg,1773
2023-12-23,Pitt,271
2023-12-24,Cabarrus,404
2023-12-24,Caldwell,175
2023-12-24,Davidson,302
2023-12-24,Durham,400
2023-12-24,Mecklenburg,1935
2023-12-24,Pitt,296
2023-12-25,Cabarrus,387
2023-12-25,Caldwell,168
2023-12-25,Davidson,289
2023-12-25,Durham,383
2023-12-25,Mecklenburg,1854
2023-12-25,Pitt,283
2023-12-26,Cabarrus,353
2023-12-26,Caldwell,154
2023-12-26,Davidson,264
2023-12-26,Durham,350
2023-12-26,Mecklenburg,1693
2023-12-26,Pitt,259
2023-12-27,Cabarrus,320
2023-12-27,Caldwell,139
2023-12-27,Davidson,239
2023-12-27,Durham,316
2023-12-27,Mecklenburg,1532
2023-12-27,Pitt,234
2023-12-28,Cabarrus,336
2023-12-28,Caldwell,146
2023-12-28,Davidson,252
2023-12-28,Durham,333
2023-12-28,Mecklenburg,1612
2023-12-28,Pitt,246
2023-12-29,Cabarrus,336
2023-12-29,Caldwell,146
2023-12-29,Davidson,252
2023-12-29,Durham,333
2023-12-29,Mecklenburg,1612
2023-12-29,Pitt,246
2023-12-30,Cabarrus,370
2023-12-30,Caldwell,161
2023-12-30,Davidson,277
2023-12-30,Durham,366
2023-12-30,Mecklenburg,1773
2023-12-30,Pitt,271
2023-12-31,Cabarrus,404
2023-12-31,Caldwell,175
2023-12-31,Davidson,302
2023-12-31,Durham,400
2023-12-31,Mecklenburg,1935
2023-12-31,Pitt,296
2024-01-01,Cabarrus,333
2024-01-01,Caldwell,139
2024-01-01,Davidson,262
2024-01-01,Durham,374
2024-01-01,Mecklenburg,1588
2024-01-01,Pitt,250
2024-01-02,Cabarrus,304
2024-01-02,Caldwell,127
2024-01-02,Davidson,239
2024-01-02,Durham,342
2024-01-02,Mecklenburg,1450
2024-01-02,Pitt,228
2024-01-03,Cabarrus,275
2024-01-03,Caldwell,115
2024-01-03,Davidson,217
2024-01-03,Durham,309
2024-01-03,Mecklenburg,1312
2024-01-03,Pitt,206
2024-01-04,Cabarrus,289
2024-01-04,Caldwell,121
2024-01-04,Davidson,228
2024-01-04,Durham,325
2024-01-04,Mecklenburg,1381
2024-01-04,Pitt,217
2024-01-05,Cabarrus,289
2024-01-05,Caldwell,121
2024-01-05,Davidson,228
2024-01-05,Durham,325
2024-01-05,Mecklenburg,1381
2024-01-05,Pitt,217
2024-01-06,Cabarrus,318
2024-01-06,Caldwell,133
2024-01-06,Davidson,251
2024-01-06,Durham,358
2024-01-06,Mecklenburg,1519
2024-01-06,Pitt,239
2024-01-07,Cabarrus,347
2024-01-07,Caldwell,145
2024-01-07,Davidson,273
2024-01-07,Durham,390
2024-01-07,Mecklenburg,1657
2024-01-07,Pitt,261
2024-01-08,Cabarrus,333
2024-01-08,Caldwell,139
2024-01-08,Davidson,262
2024-01-08,Durham,374
2024-01-08,Mecklenburg,1588
2024-01-08,Pitt,250
2024-01-09,Cabarrus,304
2024-01-09,Caldwell,127
2024-01-09,Davidson,239
2024-01-09,Durham,342
2024-01-09,Mecklenburg,1450
2024-01-09,Pitt,228
2024-01-10,Cabarrus,275
2024-01-10,Caldwell,115
2024-01-10,Davidson,217
2024-01-10,Durham,309
2024-01-10,Mecklenburg,1312
2024-01-10,Pitt,206
2024-01-11,Cabarrus,289
2024-01-11,Caldwell,121
2024-01-11,Davidson,228
2024-01-11,Durham,325
2024-01-11,Mecklenburg,1381
2024-01-11,Pitt,217
2024-01-12,Cabarrus,289
2024-01-12,Caldwell,121
2024-01-12,Davidson,228
2024-01-12,Durham,325
2024-01-12,Mecklenburg,1381
2024-01-12,Pitt,217
2024-01-13,Cabarrus,318
2024-01-13,Caldwell,133
2024-01-13,Davidson,251
2024-01-13,Durham,358
2024-01-13,Mecklenburg,1519
2024-01-13,Pitt,239
2024-01-14,Cabarrus,347
2024-01-14,Caldwell,145
2024-01-14,Davidson,273
2024-01-14,Durham,390
2024-01-14,Mecklenburg,1657
2024-01-14,Pitt,261
2024-01-15,Cabarrus,333
2024-01-15,Caldwell,139
2024-01-15,Davidson,262
2024-01-15,Durham,374
2024-01-15,Mecklenburg,1588
2024-01-15,Pitt,250
2024-01-16,Cabarrus,304
2024-01-16,Caldwell,127
2024-01-16,Davidson,239
2024-01-16,Durham,342
2024-01-16,Mecklenburg,1450
2024-01-16,Pitt,228
2024-01-17,Cabarrus,275
2024-01-17,Caldwell,115
2024-01-17,Davidson,217
2024-01-17,Durham,309
2024-01-17,Mecklenburg,1312
2024-01-17,Pitt,206
2024-01-18,Cabarrus,289
2024-01-18,Caldwell,121
2024-01-18,Davidson,228
2024-01-18,Durham,325
2024-01-18,Mecklenburg,1381
2024-01-18,Pitt,217
2024-01-19,Cabarrus,289
2024-01-19,Caldwell,121
2024-01-19,Davidson,228
2024-01-19,Durham,325
2024-01-19,Mecklenburg,1381
2024-01-19,Pitt,217
2024-01-20,Cabarrus,318
2024-01-20,Caldwell,133
2024-01-20,Davidson,251
2024-01-20,Durham,358
2024-01-20,Mecklenburg,1519
2024-01-20,Pitt,239
2024-01-21,Cabarrus,347
2024-01-21,Caldwell,145
2024-01-21,Davidson,273
2024-01-21,Durham,390
2024-01-21,Mecklenburg,1657
2024-01-21,Pitt,261
2024-01-22,Cabarrus,333
2024-01-22,Caldwell,139
2024-01-22,Davidson,262
2024-01-22,Durham,374
2024-01-22,Mecklenburg,1588
2024-01-22,Pitt,250
2024-01-23,Cabarrus,304
2024-01-23,Caldwell,127
2024-01-23,Davidson,239
2024-01-23,Durham,342
2024-01-23,Mecklenburg,1450
2024-01-23,Pitt,228
2024-01-24,Cabarrus,275
2024-01-24,Caldwell,115
2024-01-24,Davidson,217
2024-01-24,Durham,309
2024-01-24,Mecklenburg,1312
2024-01-24,Pitt,206
2024-01-25,Cabarrus,289
2024-01-25,Caldwell,121
2024-01-25,Davidson,228
2024-01-25,Durham,325
2024-01-25,Mecklenburg,1381
2024-01-25,Pitt,217
2024-01-26,Cabarrus,289
2024-01-26,Caldwell,121
2024-01-26,Davidson,228
2024-01-26,Durham,325
2024-01-26,Mecklenburg,1381
2024-01-26,Pitt,217
2024-01-27,Cabarrus,318
2024-01-27,Caldwell,133
2024-01-27,Davidson,251
2024-01-27,Durham,358
2024-01-27,Mecklenburg,1519
2024-01-27,Pitt,239
2024-01-28,Cabarrus,347
2024-01-28,Caldwell,145
2024-01-28,Davidson,273
2024-01-28,Durham,390
2024-01-28,Mecklenburg,1657
2024-01-28,Pitt,261
2024-01-29,Cabarrus,333
2024-01-29,Caldwell,139
2024-01-29,Davidson,262
2024-01-29,Durham,374
2024-01-29,Mecklenburg,1588
2024-01-29,Pitt,250
2024-01-30,Cabarrus,304
2024-01-30,Caldwell,127
2024-01-30,Davidson,239
2024-01-30,Durham,342
2024-01-30,Mecklenburg,1450
2024-01-30,Pitt,228
2024-01-31,Cabarrus,275
2024-01-31,Caldwell,115
2024-01-31,Davidson,217
2024-01-31,Durham,309
2024-01-31,Mecklenburg,1312
2024-01-31,Pitt,206
2024-02-01,Cabarrus,288
2024-02-01,Caldwell,121
2024-02-01,Davidson,226
2024-02-01,Durham,329
2024-02-01,Mecklenburg,1371
2024-02-01,Pitt,215
2024-02-02,Cabarrus,288
2024-02-02,Caldwell,121
2024-02-02,Davidson,226
2024-02-02,Durham,329
2024-02-02,Mecklenburg,1371
2024-02-02,Pitt,215
2024-02-03,Cabarrus,317
2024-02-03,Caldwell,133
2024-02-03,Davidson,249
2024-02-03,Durham,362
2024-02-03,Mecklenburg,1508
2024-02-03,Pitt,237
2024-02-04,Cabarrus,346
2024-02-04,Caldwell,146
2024-02-04,Davidson,272
2024-02-04,Durham,395
2024-02-04,Mecklenburg,1645
2024-02-04,Pitt,258
2024-02-05,Cabarrus,331
2024-02-05,Caldwell,139
2024-02-05,Davidson,260
2024-02-05,Durham,378
2024-02-05,Mecklenburg,1577
2024-02-05,Pitt,248
2024-02-06,Cabarrus,302
2024-02-06,Caldwell,127
2024-02-06,Davidson,238
2024-02-06,Durham,346
2024-02-06,Mecklenburg,1440
2024-02-06,Pitt,226
2024-02-07,Cabarrus,274
2024-02-07,Caldwell,115
2024-02-07,Davidson,215
2024-02-07,Durham,313
2024-02-07,Mecklenburg,1302
2024-02-07,Pitt,205
2024-02-08,Cabarrus,288
2024-02-08,Caldwell,121
2024-02-08,Davidson,226
2024-02-08,Durham,329
2024-02-08,Mecklenburg,1371
2024-02-08,Pitt,215
2024-02-09,Cabarrus,288
2024-02-09,Caldwell,121
2024-02-09,Davidson,226
2024-02-09,Durham,329
2024-02-09,Mecklenburg,1371
2024-02-09,Pitt,215
2024-02-10,Cabarrus,317
2024-02-10,Caldwell,133
2024-02-10,Davidson,249
2024-02-10,Durham,362
2024-02-10,Mecklenburg,1508
2024-02-10,Pitt,237
2024-02-11,Cabarrus,346
2024-02-11,Caldwell,146
2024-02-11,Davidson,272
2024-02-11,Durham,395
2024-02-11,Mecklenburg,1645
2024-02-11,Pitt,258
2024-02-12,Cabarrus,331
2024-02-12,Caldwell,139
2024-02-12,Davidson,260
2024-02-12,Durham,378
2024-02-12,Mecklenburg,1577
2024-02-12,Pitt,248
2024-02-13,Cabarrus,302
2024-02-13,Caldwell,127
2024-02-13,Davidson,238
2024-02-13,Durham,346
2024-02-13,Mecklenburg,1440
2024-02-13,Pitt,226
2024-02-14,Cabarrus,274
2024-02-14,Caldwell,115
2024-02-14,Davidson,215
2024-02-14,Durham,313
2024-02-14,Mecklenburg,1302
2024-02-14,Pitt,205
2024-02-15,Cabarrus,288
2024-02-15,Caldwell,121
2024-02-15,Davidson,226
2024-02-15,Durham,329
2024-02-15,Mecklenburg,1371
2024-02-15,Pitt,215
2024-02-16,Cabarrus,288
2024-02-16,Caldwell,121
2024-02-16,Davidson,226
2024-02-16,Durham,329
2024-02-16,Mecklenburg,1371
2024-02-16,Pitt,215
2024-02-17,Cabarrus,317
2024-02-17,Caldwell,133
2024-02-17,Davidson,249
2024-02-17,Durham,362
2024-02-17,Mecklenburg,1508
2024-02-17,Pitt,237
2024-02-18,Cabarrus,346
2024-02-18,Caldwell,146
2024-02-18,Davidson,272
2024-02-18,Durham,395
2024-02-18,Mecklenburg,1645
2024-02-18,Pitt,258
2024-02-19,Cabarrus,331
2024-02-19,Caldwell,139
2024-02-19,Davidson,260
2024-02-19,Durham,378
2024-02-19,Mecklenburg,1577
2024-02-19,Pitt,248
2024-02-20,Cabarrus,302
2024-02-20,Caldwell,127
2024-02-20,Davidson,238
2024-02-20,Durham,346
2024-02-20,Mecklenburg,1440
2024-02-20,Pitt,226
2024-02-21,Cabarrus,274
2024-02-21,Caldwell,115
2024-02-21,Davidson,215
2024-02-21,Durham,313
2024-02-21,Mecklenburg,1302
2024-02-21,Pitt,205
